# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-04-25 05:40:49 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09427520 COLORADO RIVER BELOW PARKER DAM, AZ-CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 09427520
#            TS   parameter     statistic     Description
#          5403       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	5403_00060_00003	5403_00060_00003_cd
USGS	09427520	2010-12-04	6920	A
USGS	09427520	2010-12-05	7110	A
USGS	09427520	2010-12-06	6900	A
USGS	09427520	2010-12-07	6680	A
USGS	09427520	2010-12-08	6000	A
USGS	09427520	2010-12-09	5250	A
USGS	09427520	2010-12-10	6360	A
USGS	09427520	2010-12-11	6450	A
USGS	09427520	2010-12-12	6340	A
USGS	09427520	2010-12-13	5460	A
USGS	09427520	2010-12-14	5300	A
USGS	09427520	2010-12-15	4450	A
USGS	09427520	2010-12-16	3940	A
USGS	09427520	2010-12-17	5090	A
USGS	09427520	2010-12-18	4680	A
USGS	09427520	2010-12-19	4710	A
USGS	09427520	2010-12-20	3560	A
USGS	09427520	2010-12-21	2000	A
USGS	09427520	2010-12-22	2000	A
USGS	09427520	2010-12-23	1990	A
USGS	09427520	2010-12-24	2710	A
USGS	09427520	2010-12-25	2840	A
USGS	09427520	2010-12-26	2750	A
USGS	09427520	2010-12-27	2560	A
USGS	09427520	2010-12-28	2550	A
USGS	09427520	2010-12-29	2170	A
USGS	09427520	2010-12-30	2640	A
USGS	09427520	2010-12-31	4720	A
USGS	09427520	2011-01-01	4500	A
USGS	09427520	2011-01-02	3530	A
USGS	09427520	2011-01-03	3800	A
USGS	09427520	2011-01-04	3850	A
USGS	09427520	2011-01-05	3350	A
USGS	09427520	2011-01-06	2770	A
USGS	09427520	2011-01-07	4460	A
USGS	09427520	2011-01-08	4120	A
USGS	09427520	2011-01-09	5250	A
USGS	09427520	2011-01-10	4710	A
USGS	09427520	2011-01-11	4740	A
USGS	09427520	2011-01-12	4220	A
USGS	09427520	2011-01-13	3160	A
USGS	09427520	2011-01-14	6070	A
USGS	09427520	2011-01-15	6210	A
USGS	09427520	2011-01-16	8140	A
USGS	09427520	2011-01-17	8470	A
USGS	09427520	2011-01-18	9280	A
USGS	09427520	2011-01-19	8440	A
USGS	09427520	2011-01-20	6910	A
USGS	09427520	2011-01-21	9490	A
USGS	09427520	2011-01-22	9370	A
USGS	09427520	2011-01-23	8950	A
USGS	09427520	2011-01-24	8090	A
USGS	09427520	2011-01-25	6880	A
USGS	09427520	2011-01-26	6850	A
USGS	09427520	2011-01-27	6800	A
USGS	09427520	2011-01-28	9340	A
USGS	09427520	2011-01-29	8570	A
USGS	09427520	2011-01-30	7910	A
USGS	09427520	2011-01-31	6970	A
USGS	09427520	2011-02-01	7230	A
USGS	09427520	2011-02-02	8300	A
USGS	09427520	2011-02-03	7230	A
USGS	09427520	2011-02-04	6870	A
USGS	09427520	2011-02-05	5780	A
USGS	09427520	2011-02-06	7330	A
USGS	09427520	2011-02-07	7300	A
USGS	09427520	2011-02-08	8360	A
USGS	09427520	2011-02-09	7270	A
USGS	09427520	2011-02-10	6740	A
USGS	09427520	2011-02-11	7690	A
USGS	09427520	2011-02-12	8430	A
USGS	09427520	2011-02-13	7780	A
USGS	09427520	2011-02-14	6550	A
USGS	09427520	2011-02-15	6790	A
USGS	09427520	2011-02-16	7420	A
USGS	09427520	2011-02-17	8770	A
USGS	09427520	2011-02-18	9050	A
USGS	09427520	2011-02-19	7930	A
USGS	09427520	2011-02-20	8150	A
USGS	09427520	2011-02-21	6340	A
USGS	09427520	2011-02-22	6000	A
USGS	09427520	2011-02-23	3930	A
USGS	09427520	2011-02-24	4740	A
USGS	09427520	2011-02-25	7310	A
USGS	09427520	2011-02-26	7350	A
USGS	09427520	2011-02-27	7100	A
USGS	09427520	2011-02-28	11300	A
USGS	09427520	2011-03-01	12300	A
USGS	09427520	2011-03-02	11600	A
USGS	09427520	2011-03-03	9050	A
USGS	09427520	2011-03-04	10400	A
USGS	09427520	2011-03-05	10500	A
USGS	09427520	2011-03-06	10600	A
USGS	09427520	2011-03-07	10100	A
USGS	09427520	2011-03-08	10900	A
USGS	09427520	2011-03-09	11400	A
USGS	09427520	2011-03-10	9910	A
USGS	09427520	2011-03-11	13800	A
USGS	09427520	2011-03-12	14400	A
USGS	09427520	2011-03-13	13000	A
USGS	09427520	2011-03-14	12000	A
USGS	09427520	2011-03-15	10900	A
USGS	09427520	2011-03-16	10500	A
USGS	09427520	2011-03-17	9940	A
USGS	09427520	2011-03-18	11000	A
USGS	09427520	2011-03-19	11000	A
USGS	09427520	2011-03-20	9970	A
USGS	09427520	2011-03-21	10600	A
USGS	09427520	2011-03-22	11400	A
USGS	09427520	2011-03-23	9590	A
USGS	09427520	2011-03-24	9460	A
USGS	09427520	2011-03-25	11400	A
USGS	09427520	2011-03-26	11900	A
USGS	09427520	2011-03-27	11500	A
USGS	09427520	2011-03-28	12000	A
USGS	09427520	2011-03-29	12800	A
USGS	09427520	2011-03-30	13000	A
USGS	09427520	2011-03-31	12300	A
USGS	09427520	2011-04-01	15300	A
USGS	09427520	2011-04-02	14900	A
USGS	09427520	2011-04-03	14200	A
USGS	09427520	2011-04-04	14100	A
USGS	09427520	2011-04-05	15300	A
USGS	09427520	2011-04-06	13800	A
USGS	09427520	2011-04-07	12900	A
USGS	09427520	2011-04-08	14700	A
USGS	09427520	2011-04-09	13800	A
USGS	09427520	2011-04-10	13700	A
USGS	09427520	2011-04-11	13300	A
USGS	09427520	2011-04-12	12700	A
USGS	09427520	2011-04-13	11400	A
USGS	09427520	2011-04-14	8420	A
USGS	09427520	2011-04-15	13000	A
USGS	09427520	2011-04-16	14400	A
USGS	09427520	2011-04-17	13400	A
USGS	09427520	2011-04-18	14000	A
USGS	09427520	2011-04-19	14400	A
USGS	09427520	2011-04-20	12900	A
USGS	09427520	2011-04-21	9600	A
USGS	09427520	2011-04-22	15100	A
USGS	09427520	2011-04-23	13000	A
USGS	09427520	2011-04-24	13000	A
USGS	09427520	2011-04-25	13000	A
USGS	09427520	2011-04-26	11900	A
USGS	09427520	2011-04-27	10200	A
USGS	09427520	2011-04-28	10200	A
USGS	09427520	2011-04-29	11800	A
USGS	09427520	2011-04-30	11700	A
USGS	09427520	2011-05-01	11800	A
USGS	09427520	2011-05-02	12600	A
USGS	09427520	2011-05-03	12900	A
USGS	09427520	2011-05-04	12700	A
USGS	09427520	2011-05-05	10900	A
USGS	09427520	2011-05-06	13800	A
USGS	09427520	2011-05-07	13900	A
USGS	09427520	2011-05-08	13500	A
USGS	09427520	2011-05-09	12400	A
USGS	09427520	2011-05-10	11300	A
USGS	09427520	2011-05-11	10700	A
USGS	09427520	2011-05-12	8870	A
USGS	09427520	2011-05-13	10800	A
USGS	09427520	2011-05-14	11300	A
USGS	09427520	2011-05-15	11400	A
USGS	09427520	2011-05-16	10900	A
USGS	09427520	2011-05-17	10800	A
USGS	09427520	2011-05-18	9720	A
USGS	09427520	2011-05-19	8420	A
USGS	09427520	2011-05-20	10600	A
USGS	09427520	2011-05-21	10600	A
USGS	09427520	2011-05-22	10400	A
USGS	09427520	2011-05-23	10700	A
USGS	09427520	2011-05-24	10100	A
USGS	09427520	2011-05-25	9160	A
USGS	09427520	2011-05-26	8510	A
USGS	09427520	2011-05-27	11200	A
USGS	09427520	2011-05-28	11500	A
USGS	09427520	2011-05-29	11000	A
USGS	09427520	2011-05-30	10900	A
USGS	09427520	2011-05-31	10700	A
USGS	09427520	2011-06-01	10300	A
USGS	09427520	2011-06-02	8620	A
USGS	09427520	2011-06-03	12500	A
USGS	09427520	2011-06-04	12200	A
USGS	09427520	2011-06-05	11700	A
USGS	09427520	2011-06-06	12400	A
USGS	09427520	2011-06-07	12400	A
USGS	09427520	2011-06-08	10000	A
USGS	09427520	2011-06-09	9380	A
USGS	09427520	2011-06-10	12700	A
USGS	09427520	2011-06-11	11200	A
USGS	09427520	2011-06-12	12100	A
USGS	09427520	2011-06-13	11900	A
USGS	09427520	2011-06-14	11100	A
USGS	09427520	2011-06-15	10900	A
USGS	09427520	2011-06-16	8960	A
USGS	09427520	2011-06-17	13600	A
USGS	09427520	2011-06-18	12700	A
USGS	09427520	2011-06-19	12300	A
USGS	09427520	2011-06-20	12400	A
USGS	09427520	2011-06-21	13700	A
USGS	09427520	2011-06-22	12000	A
USGS	09427520	2011-06-23	10900	A
USGS	09427520	2011-06-24	15300	A
USGS	09427520	2011-06-25	13900	A
USGS	09427520	2011-06-26	13700	A
USGS	09427520	2011-06-27	13600	A
USGS	09427520	2011-06-28	12900	A
USGS	09427520	2011-06-29	12100	A
USGS	09427520	2011-06-30	11600	A
USGS	09427520	2011-07-01	15000	A
USGS	09427520	2011-07-02	14600	A
USGS	09427520	2011-07-03	13600	A
USGS	09427520	2011-07-04	13400	A
USGS	09427520	2011-07-05	13600	A
USGS	09427520	2011-07-06	11700	A
USGS	09427520	2011-07-07	10100	A
USGS	09427520	2011-07-08	12200	A
USGS	09427520	2011-07-09	11100	A
USGS	09427520	2011-07-10	11100	A
USGS	09427520	2011-07-11	11300	A
USGS	09427520	2011-07-12	10500	A
USGS	09427520	2011-07-13	11700	A
USGS	09427520	2011-07-14	12100	A
USGS	09427520	2011-07-15	13800	A
USGS	09427520	2011-07-16	14000	A
USGS	09427520	2011-07-17	13800	A
USGS	09427520	2011-07-18	13700	A
USGS	09427520	2011-07-19	13700	A
USGS	09427520	2011-07-20	12700	A
USGS	09427520	2011-07-21	12100	A
USGS	09427520	2011-07-22	13700	A
USGS	09427520	2011-07-23	13800	A
USGS	09427520	2011-07-24	13200	A
USGS	09427520	2011-07-25	12300	A
USGS	09427520	2011-07-26	12400	A
USGS	09427520	2011-07-27	10900	A
USGS	09427520	2011-07-28	10600	A
USGS	09427520	2011-07-29	12600	A
USGS	09427520	2011-07-30	11600	A
USGS	09427520	2011-07-31	11500	A
USGS	09427520	2011-08-01	12100	A
USGS	09427520	2011-08-02	11600	A
USGS	09427520	2011-08-03	11000	A
USGS	09427520	2011-08-04	9800	A
USGS	09427520	2011-08-05	12800	A
USGS	09427520	2011-08-06	12200	A
USGS	09427520	2011-08-07	12500	A
USGS	09427520	2011-08-08	11700	A
USGS	09427520	2011-08-09	11600	A
USGS	09427520	2011-08-10	10000	A
USGS	09427520	2011-08-11	7850	A
USGS	09427520	2011-08-12	11800	A
USGS	09427520	2011-08-13	11700	A
USGS	09427520	2011-08-14	11300	A
USGS	09427520	2011-08-15	11300	A
USGS	09427520	2011-08-16	11500	A
USGS	09427520	2011-08-17	9980	A
USGS	09427520	2011-08-18	9220	A
USGS	09427520	2011-08-19	11400	A
USGS	09427520	2011-08-20	11000	A
USGS	09427520	2011-08-21	11400	A
USGS	09427520	2011-08-22	11400	A
USGS	09427520	2011-08-23	11400	A
USGS	09427520	2011-08-24	10200	A
USGS	09427520	2011-08-25	8530	A
USGS	09427520	2011-08-26	10900	A
USGS	09427520	2011-08-27	10300	A
USGS	09427520	2011-08-28	10800	A
USGS	09427520	2011-08-29	10900	A
USGS	09427520	2011-08-30	10500	A
USGS	09427520	2011-08-31	9980	A
USGS	09427520	2011-09-01	8150	A
USGS	09427520	2011-09-02	10500	A
USGS	09427520	2011-09-03	10500	A
USGS	09427520	2011-09-04	9520	A
USGS	09427520	2011-09-05	9200	A
USGS	09427520	2011-09-06	9540	A
USGS	09427520	2011-09-07	8050	A
USGS	09427520	2011-09-08	7540	A
USGS	09427520	2011-09-09	9540	A
USGS	09427520	2011-09-10	10000	A
USGS	09427520	2011-09-11	10500	A
USGS	09427520	2011-09-12	10500	A
USGS	09427520	2011-09-13	10100	A
USGS	09427520	2011-09-14	7650	A
USGS	09427520	2011-09-15	6040	A
USGS	09427520	2011-09-16	8560	A
USGS	09427520	2011-09-17	8470	A
USGS	09427520	2011-09-18	9310	A
USGS	09427520	2011-09-19	8650	A
USGS	09427520	2011-09-20	9040	A
USGS	09427520	2011-09-21	8620	A
USGS	09427520	2011-09-22	7000	A
USGS	09427520	2011-09-23	8950	A
USGS	09427520	2011-09-24	9330	A
USGS	09427520	2011-09-25	9530	A
USGS	09427520	2011-09-26	9860	A
USGS	09427520	2011-09-27	11100	A
USGS	09427520	2011-09-28	10000	A
USGS	09427520	2011-09-29	7050	A
USGS	09427520	2011-09-30	9490	A
USGS	09427520	2011-10-01	9290	A
USGS	09427520	2011-10-02	9300	A
USGS	09427520	2011-10-03	9300	A
USGS	09427520	2011-10-04	8090	A
USGS	09427520	2011-10-05	7510	A
USGS	09427520	2011-10-06	6500	A
USGS	09427520	2011-10-07	7740	A
USGS	09427520	2011-10-08	8210	A
USGS	09427520	2011-10-09	8490	A
USGS	09427520	2011-10-10	8580	A
USGS	09427520	2011-10-11	9260	A
USGS	09427520	2011-10-12	8080	A
USGS	09427520	2011-10-13	6000	A
USGS	09427520	2011-10-14	8180	A
USGS	09427520	2011-10-15	7970	A
USGS	09427520	2011-10-16	8380	A
USGS	09427520	2011-10-17	8140	A
USGS	09427520	2011-10-18	7980	A
USGS	09427520	2011-10-19	6970	A
USGS	09427520	2011-10-20	5070	A
USGS	09427520	2011-10-21	7880	A
USGS	09427520	2011-10-22	7700	A
USGS	09427520	2011-10-23	7670	A
USGS	09427520	2011-10-24	6750	A
USGS	09427520	2011-10-25	7180	A
USGS	09427520	2011-10-26	5980	A
USGS	09427520	2011-10-27	4970	A
USGS	09427520	2011-10-28	7410	A
USGS	09427520	2011-10-29	7930	A
USGS	09427520	2011-10-30	7660	A
USGS	09427520	2011-10-31	6800	A
USGS	09427520	2011-11-01	6440	A
USGS	09427520	2011-11-02	5910	A
USGS	09427520	2011-11-03	5180	A
USGS	09427520	2011-11-04	6740	A
USGS	09427520	2011-11-05	6740	A
USGS	09427520	2011-11-06	6460	A
USGS	09427520	2011-11-07	5510	A
USGS	09427520	2011-11-08	4970	A
USGS	09427520	2011-11-09	4770	A
USGS	09427520	2011-11-10	4040	A
USGS	09427520	2011-11-11	4980	A
USGS	09427520	2011-11-12	4750	A
USGS	09427520	2011-11-13	5000	A
USGS	09427520	2011-11-14	5010	A
USGS	09427520	2011-11-15	4540	A
USGS	09427520	2011-11-16	4490	A
USGS	09427520	2011-11-17	3520	A
USGS	09427520	2011-11-18	4550	A
USGS	09427520	2011-11-19	4550	A
USGS	09427520	2011-11-20	4960	A
USGS	09427520	2011-11-21	4520	A
USGS	09427520	2011-11-22	5410	A
USGS	09427520	2011-11-23	4920	A
USGS	09427520	2011-11-24	4950	A
USGS	09427520	2011-11-25	5450	A
USGS	09427520	2011-11-26	5700	A
USGS	09427520	2011-11-27	5890	A
USGS	09427520	2011-11-28	6870	A
USGS	09427520	2011-11-29	7210	A
USGS	09427520	2011-11-30	6420	A
USGS	09427520	2011-12-01	4810	A
USGS	09427520	2011-12-02	5790	A
USGS	09427520	2011-12-03	5830	A
USGS	09427520	2011-12-04	6380	A
USGS	09427520	2011-12-05	6510	A
USGS	09427520	2011-12-06	6620	A
USGS	09427520	2011-12-07	6850	A
USGS	09427520	2011-12-08	4240	A
USGS	09427520	2011-12-09	5810	A
USGS	09427520	2011-12-10	5330	A
USGS	09427520	2011-12-11	4790	A
USGS	09427520	2011-12-12	4310	A
USGS	09427520	2011-12-13	3000	A
USGS	09427520	2011-12-14	3060	A
USGS	09427520	2011-12-15	1980	A
USGS	09427520	2011-12-16	3260	A
USGS	09427520	2011-12-17	3900	A
USGS	09427520	2011-12-18	3970	A
USGS	09427520	2011-12-19	3030	A
USGS	09427520	2011-12-20	2300	A
USGS	09427520	2011-12-21	2120	A
USGS	09427520	2011-12-22	2090	A
USGS	09427520	2011-12-23	4290	A
USGS	09427520	2011-12-24	3940	A
USGS	09427520	2011-12-25	3450	A
USGS	09427520	2011-12-26	3390	A
USGS	09427520	2011-12-27	4040	A
USGS	09427520	2011-12-28	4330	A
USGS	09427520	2011-12-29	3490	A
USGS	09427520	2011-12-30	4730	A
USGS	09427520	2011-12-31	4490	A
USGS	09427520	2012-01-01	4740	A
USGS	09427520	2012-01-02	4800	A
USGS	09427520	2012-01-03	4070	A
USGS	09427520	2012-01-04	4010	A
USGS	09427520	2012-01-05	3600	A
USGS	09427520	2012-01-06	4340	A
USGS	09427520	2012-01-07	4390	A
USGS	09427520	2012-01-08	5470	A
USGS	09427520	2012-01-09	3910	A
USGS	09427520	2012-01-10	5480	A
USGS	09427520	2012-01-11	5230	A
USGS	09427520	2012-01-12	4090	A
USGS	09427520	2012-01-13	5420	A
USGS	09427520	2012-01-14	6450	A
USGS	09427520	2012-01-15	6530	A
USGS	09427520	2012-01-16	7370	A
USGS	09427520	2012-01-17	6920	A
USGS	09427520	2012-01-18	6690	A
USGS	09427520	2012-01-19	6360	A
USGS	09427520	2012-01-20	7600	A
USGS	09427520	2012-01-21	7870	A
USGS	09427520	2012-01-22	7800	A
USGS	09427520	2012-01-23	7590	A
USGS	09427520	2012-01-24	7030	A
USGS	09427520	2012-01-25	6910	A
USGS	09427520	2012-01-26	5610	A
USGS	09427520	2012-01-27	7110	A
USGS	09427520	2012-01-28	7360	A
USGS	09427520	2012-01-29	7800	A
USGS	09427520	2012-01-30	7600	A
USGS	09427520	2012-01-31	7620	A
USGS	09427520	2012-02-01	7210	A
USGS	09427520	2012-02-02	5550	A
USGS	09427520	2012-02-03	7130	A
USGS	09427520	2012-02-04	7420	A
USGS	09427520	2012-02-05	7470	A
USGS	09427520	2012-02-06	7730	A
USGS	09427520	2012-02-07	7900	A
USGS	09427520	2012-02-08	6860	A
USGS	09427520	2012-02-09	5640	A
USGS	09427520	2012-02-10	8520	A
USGS	09427520	2012-02-11	8430	A
USGS	09427520	2012-02-12	8570	A
USGS	09427520	2012-02-13	8540	A
USGS	09427520	2012-02-14	8420	A
USGS	09427520	2012-02-15	8880	A
USGS	09427520	2012-02-16	5790	A
USGS	09427520	2012-02-17	8240	A
USGS	09427520	2012-02-18	7670	A
USGS	09427520	2012-02-19	8050	A
USGS	09427520	2012-02-20	7720	A
USGS	09427520	2012-02-21	9480	A
USGS	09427520	2012-02-22	9420	A
USGS	09427520	2012-02-23	7180	A
USGS	09427520	2012-02-24	10600	A
USGS	09427520	2012-02-25	11500	A
USGS	09427520	2012-02-26	11100	A
USGS	09427520	2012-02-27	11500	A
USGS	09427520	2012-02-28	11500	A
USGS	09427520	2012-02-29	12700	A
USGS	09427520	2012-03-01	8950	A
USGS	09427520	2012-03-02	10400	A
USGS	09427520	2012-03-03	10500	A
USGS	09427520	2012-03-04	10500	A
USGS	09427520	2012-03-05	11000	A
USGS	09427520	2012-03-06	11300	A
USGS	09427520	2012-03-07	10500	A
USGS	09427520	2012-03-08	9410	A
USGS	09427520	2012-03-09	11000	A
USGS	09427520	2012-03-10	11800	A
USGS	09427520	2012-03-11	11800	A
USGS	09427520	2012-03-12	11900	A
USGS	09427520	2012-03-13	13500	A
USGS	09427520	2012-03-14	12700	A
USGS	09427520	2012-03-15	9700	A
USGS	09427520	2012-03-16	11600	A
USGS	09427520	2012-03-17	11600	A
USGS	09427520	2012-03-18	12100	A
USGS	09427520	2012-03-19	11300	A
USGS	09427520	2012-03-20	12400	A
USGS	09427520	2012-03-21	11800	A
USGS	09427520	2012-03-22	9320	A
USGS	09427520	2012-03-23	11200	A
USGS	09427520	2012-03-24	11700	A
USGS	09427520	2012-03-25	12300	A
USGS	09427520	2012-03-26	12200	A
USGS	09427520	2012-03-27	13200	A
USGS	09427520	2012-03-28	12900	A
USGS	09427520	2012-03-29	11000	A
USGS	09427520	2012-03-30	13500	A
USGS	09427520	2012-03-31	14000	A
USGS	09427520	2012-04-01	14200	A
USGS	09427520	2012-04-02	15100	A
USGS	09427520	2012-04-03	14700	A
USGS	09427520	2012-04-04	14800	A
USGS	09427520	2012-04-05	9380	A
USGS	09427520	2012-04-06	13200	A
USGS	09427520	2012-04-07	12400	A
USGS	09427520	2012-04-08	12600	A
USGS	09427520	2012-04-09	12200	A
USGS	09427520	2012-04-10	12700	A
USGS	09427520	2012-04-11	12000	A
USGS	09427520	2012-04-12	10300	A
USGS	09427520	2012-04-13	12700	A
USGS	09427520	2012-04-14	13300	A
USGS	09427520	2012-04-15	14500	A
USGS	09427520	2012-04-16	12900	A
USGS	09427520	2012-04-17	13600	A
USGS	09427520	2012-04-18	14800	A
USGS	09427520	2012-04-19	9510	A
USGS	09427520	2012-04-20	13200	A
USGS	09427520	2012-04-21	13500	A
USGS	09427520	2012-04-22	13900	A
USGS	09427520	2012-04-23	14900	A
USGS	09427520	2012-04-24	15200	A
USGS	09427520	2012-04-25	15400	A
USGS	09427520	2012-04-26	9390	A
USGS	09427520	2012-04-27	13600	A
USGS	09427520	2012-04-28	12600	A
USGS	09427520	2012-04-29	12800	A
USGS	09427520	2012-04-30	12500	A
USGS	09427520	2012-05-01	13000	A
USGS	09427520	2012-05-02	13000	A
USGS	09427520	2012-05-03	10500	A
USGS	09427520	2012-05-04	11500	A
USGS	09427520	2012-05-05	12000	A
USGS	09427520	2012-05-06	12000	A
USGS	09427520	2012-05-07	11900	A
USGS	09427520	2012-05-08	12500	A
USGS	09427520	2012-05-09	11900	A
USGS	09427520	2012-05-10	10100	A
USGS	09427520	2012-05-11	12000	A
USGS	09427520	2012-05-12	13100	A
USGS	09427520	2012-05-13	13000	A
USGS	09427520	2012-05-14	12900	A
USGS	09427520	2012-05-15	12700	A
USGS	09427520	2012-05-16	11400	A
USGS	09427520	2012-05-17	8900	A
USGS	09427520	2012-05-18	11000	A
USGS	09427520	2012-05-19	11400	A
USGS	09427520	2012-05-20	11300	A
USGS	09427520	2012-05-21	12000	A
USGS	09427520	2012-05-22	12500	A
USGS	09427520	2012-05-23	11300	A
USGS	09427520	2012-05-24	9330	A
USGS	09427520	2012-05-25	11100	A
USGS	09427520	2012-05-26	11200	A
USGS	09427520	2012-05-27	11500	A
USGS	09427520	2012-05-28	11500	A
USGS	09427520	2012-05-29	11100	A
USGS	09427520	2012-05-30	10600	A
USGS	09427520	2012-05-31	8780	A
USGS	09427520	2012-06-01	11200	A
USGS	09427520	2012-06-02	11500	A
USGS	09427520	2012-06-03	11700	A
USGS	09427520	2012-06-04	12100	A
USGS	09427520	2012-06-05	12600	A
USGS	09427520	2012-06-06	12400	A
USGS	09427520	2012-06-07	9380	A
USGS	09427520	2012-06-08	10700	A
USGS	09427520	2012-06-09	11900	A
USGS	09427520	2012-06-10	12200	A
USGS	09427520	2012-06-11	11900	A
USGS	09427520	2012-06-12	12100	A
USGS	09427520	2012-06-13	10900	A
USGS	09427520	2012-06-14	9290	A
USGS	09427520	2012-06-15	12600	A
USGS	09427520	2012-06-16	13000	A
USGS	09427520	2012-06-17	12800	A
USGS	09427520	2012-06-18	12700	A
USGS	09427520	2012-06-19	12500	A
USGS	09427520	2012-06-20	12900	A
USGS	09427520	2012-06-21	9760	A
USGS	09427520	2012-06-22	12000	A
USGS	09427520	2012-06-23	12200	A
USGS	09427520	2012-06-24	13100	A
USGS	09427520	2012-06-25	13500	A
USGS	09427520	2012-06-26	14500	A
USGS	09427520	2012-06-27	14100	A
USGS	09427520	2012-06-28	10300	A
USGS	09427520	2012-06-29	12900	A
USGS	09427520	2012-06-30	13500	A
USGS	09427520	2012-07-01	13500	A
USGS	09427520	2012-07-02	13500	A
USGS	09427520	2012-07-03	13400	A
USGS	09427520	2012-07-04	12500	A
USGS	09427520	2012-07-05	10400	A
USGS	09427520	2012-07-06	12000	A
USGS	09427520	2012-07-07	12000	A
USGS	09427520	2012-07-08	12500	A
USGS	09427520	2012-07-09	12500	A
USGS	09427520	2012-07-10	12500	A
USGS	09427520	2012-07-11	11500	A
USGS	09427520	2012-07-12	9970	A
USGS	09427520	2012-07-13	11200	A
USGS	09427520	2012-07-14	8970	A
USGS	09427520	2012-07-15	7820	A
USGS	09427520	2012-07-16	7920	A
USGS	09427520	2012-07-17	8950	A
USGS	09427520	2012-07-18	9400	A
USGS	09427520	2012-07-19	8540	A
USGS	09427520	2012-07-20	10900	A
USGS	09427520	2012-07-21	11500	A
USGS	09427520	2012-07-22	12000	A
USGS	09427520	2012-07-23	12600	A
USGS	09427520	2012-07-24	12300	A
USGS	09427520	2012-07-25	11500	A
USGS	09427520	2012-07-26	8820	A
USGS	09427520	2012-07-27	11400	A
USGS	09427520	2012-07-28	10800	A
USGS	09427520	2012-07-29	10600	A
USGS	09427520	2012-07-30	10400	A
USGS	09427520	2012-07-31	8900	A
USGS	09427520	2012-08-01	5640	A
USGS	09427520	2012-08-02	6190	A
USGS	09427520	2012-08-03	8520	A
USGS	09427520	2012-08-04	7420	A
USGS	09427520	2012-08-05	8820	A
USGS	09427520	2012-08-06	9590	A
USGS	09427520	2012-08-07	12000	A
USGS	09427520	2012-08-08	11400	A
USGS	09427520	2012-08-09	9380	A
USGS	09427520	2012-08-10	11200	A
USGS	09427520	2012-08-11	11300	A
USGS	09427520	2012-08-12	12300	A
USGS	09427520	2012-08-13	11300	A
USGS	09427520	2012-08-14	11100	A
USGS	09427520	2012-08-15	9880	A
USGS	09427520	2012-08-16	8220	A
USGS	09427520	2012-08-17	9330	A
USGS	09427520	2012-08-18	10400	A
USGS	09427520	2012-08-19	11000	A
USGS	09427520	2012-08-20	8990	A
USGS	09427520	2012-08-21	9680	A
USGS	09427520	2012-08-22	8800	A
USGS	09427520	2012-08-23	5250	A
USGS	09427520	2012-08-24	8170	A
USGS	09427520	2012-08-25	8770	A
USGS	09427520	2012-08-26	7750	A
USGS	09427520	2012-08-27	8340	A
USGS	09427520	2012-08-28	9380	A
USGS	09427520	2012-08-29	9680	A
USGS	09427520	2012-08-30	7920	A
USGS	09427520	2012-08-31	9450	A
USGS	09427520	2012-09-01	10900	A
USGS	09427520	2012-09-02	10000	A
USGS	09427520	2012-09-03	9880	A
USGS	09427520	2012-09-04	8990	A
USGS	09427520	2012-09-05	7870	A
USGS	09427520	2012-09-06	6860	A
USGS	09427520	2012-09-07	10100	A
USGS	09427520	2012-09-08	9390	A
USGS	09427520	2012-09-09	9410	A
USGS	09427520	2012-09-10	7940	A
USGS	09427520	2012-09-11	7670	A
USGS	09427520	2012-09-12	6650	A
USGS	09427520	2012-09-13	5820	A
USGS	09427520	2012-09-14	7840	A
USGS	09427520	2012-09-15	9020	A
USGS	09427520	2012-09-16	9330	A
USGS	09427520	2012-09-17	9720	A
USGS	09427520	2012-09-18	9080	A
USGS	09427520	2012-09-19	8620	A
USGS	09427520	2012-09-20	7010	A
USGS	09427520	2012-09-21	9380	A
USGS	09427520	2012-09-22	9910	A
USGS	09427520	2012-09-23	10700	A
USGS	09427520	2012-09-24	10800	A
USGS	09427520	2012-09-25	11400	A
USGS	09427520	2012-09-26	11000	A
USGS	09427520	2012-09-27	8520	A
USGS	09427520	2012-09-28	9830	A
USGS	09427520	2012-09-29	9660	A
USGS	09427520	2012-09-30	9320	A
USGS	09427520	2012-10-01	8780	A
USGS	09427520	2012-10-02	9190	A
USGS	09427520	2012-10-03	7780	A
USGS	09427520	2012-10-04	7710	A
USGS	09427520	2012-10-05	9120	A
USGS	09427520	2012-10-06	9300	A
